SNAPSHOT_DATE|SNAPSHOT_MONTH_KEY|ACCOUNT_ID|CUSTOMER_ID|BRANCH_ID|PRODUCT_ID|OPENING_BALANCE|CLOSING_BALANCE|TOTAL_DEBITS|TOTAL_CREDITS|DEBIT_COUNT|CREDIT_COUNT|FEES_CHARGED|INTEREST_CHARGED|CURRENCY_CODE|ETL_BATCH_ID
2024-09-30|202409|ACCT-NO-100009|1005|401|1|109064.55|106275.76|8220.61|5431.82|6|6|30.91|159.41|NOK|20240008
2024-10-31|202410|ACCT-NO-100009|1005|401|1|107865.23|107724.16|7029.33|6888.26|7|7|33.59|161.59|NOK|20240009
2024-11-30|202411|ACCT-NO-100009|1005|401|1|106665.91|109172.56|5838.05|8344.7|8|3|36.26|163.76|NOK|20240010
2024-12-31|202412|ACCT-NO-100009|1005|401|1|105466.59|110620.96|4646.77|9801.14|9|4|38.93|165.93|NOK|20240011
2025-01-31|202501|ACCT-NO-100009|1005|401|1|104267.27|112069.36|3455.49|11257.58|10|5|21.6|168.1|NOK|20240012
2025-02-28|202502|ACCT-NO-100009|1005|401|1|130067.95|123517.76|10264.21|3714.02|11|6|39.28|185.28|NOK|20240013
2025-03-31|202503|ACCT-NO-100009|1005|401|1|128868.63|124966.16|9072.93|5170.46|5|7|41.95|187.45|NOK|20240014
2025-04-30|202504|ACCT-NO-100009|1005|401|1|127669.31|126414.56|7881.65|6626.9|6|3|44.62|189.62|NOK|20240015
2025-05-31|202505|ACCT-NO-100009|1005|401|1|126469.99|127862.96|6690.37|8083.34|7|4|27.29|191.79|NOK|20240016
2025-06-30|202506|ACCT-NO-100009|1005|401|1|125270.67|129311.36|5499.09|9539.78|8|5|29.97|193.97|NOK|20240017
2025-07-31|202507|ACCT-NO-100009|1005|401|1|124071.35|130759.76|4307.81|10996.22|9|6|32.64|196.14|NOK|20240018
2025-08-31|202508|ACCT-NO-100009|1005|401|1|122872.03|132208.16|3116.53|12452.66|10|7|35.31|198.31|NOK|20240019
2025-09-30|202509|ACCT-NO-100009|1005|401|1|148672.71|143656.56|9925.25|4909.1|11|3|32.98|215.48|NOK|20240020
2025-10-31|202510|ACCT-NO-100009|1005|401|1|147473.38|145104.96|8733.96|6365.54|5|4|35.66|217.66|NOK|20240021
2025-11-30|202511|ACCT-NO-100009|1005|401|1|146274.06|146553.36|7542.68|7821.98|6|5|38.33|219.83|NOK|20240022
2025-12-31|202512|ACCT-NO-100009|1005|401|1|145074.74|148001.76|6351.4|9278.42|7|6|41.0|222.0|NOK|20240023
2024-01-31|202401|ACCT-NO-100010|1005|401|2|116659.12|109688.56|9750.85|2780.29|5|3|34.53|164.53|NOK|20240000
2024-02-29|202402|ACCT-NO-100010|1005|401|2|116459.8|112136.96|8559.57|4236.73|6|4|37.21|168.21|NOK|20240001
2024-03-31|202403|ACCT-NO-100010|1005|401|2|116260.48|114585.36|7368.29|5693.17|7|5|39.88|171.88|NOK|20240002
2024-04-30|202404|ACCT-NO-100010|1005|401|2|116061.16|117033.76|6177.01|7149.61|8|6|42.55|175.55|NOK|20240003
2024-05-31|202405|ACCT-NO-100010|1005|401|2|115861.84|119482.16|4985.73|8606.05|9|7|25.22|179.22|NOK|20240004
2024-06-30|202406|ACCT-NO-100010|1005|401|2|115662.52|121930.56|3794.45|10062.49|10|3|27.9|182.9|NOK|20240005
2024-07-31|202407|ACCT-NO-100010|1005|401|2|115463.19|124378.96|2603.17|11518.94|11|4|30.57|186.57|NOK|20240006
2024-08-31|202408|ACCT-NO-100010|1005|401|2|142263.87|136827.36|9411.89|3975.38|5|5|48.24|205.24|NOK|20240007
2024-09-30|202409|ACCT-NO-100010|1005|401|2|142064.55|139275.76|8220.61|5431.82|6|6|30.91|208.91|NOK|20240008
2024-10-31|202410|ACCT-NO-100010|1005|401|2|141865.23|141724.16|7029.33|6888.26|7|7|33.59|212.59|NOK|20240009
2024-11-30|202411|ACCT-NO-100010|1005|401|2|141665.91|144172.56|5838.05|8344.7|8|3|36.26|216.26|NOK|20240010
2024-12-31|202412|ACCT-NO-100010|1005|401|2|141466.59|146620.96|4646.77|9801.14|9|4|38.93|219.93|NOK|20240011
2025-01-31|202501|ACCT-NO-100010|1005|401|2|141267.27|149069.36|3455.49|11257.58|10|5|21.6|223.6|NOK|20240012
2025-02-28|202502|ACCT-NO-100010|1005|401|2|168067.95|161517.76|10264.21|3714.02|11|6|39.28|242.28|NOK|20240013
2025-03-31|202503|ACCT-NO-100010|1005|401|2|167868.63|163966.16|9072.93|5170.46|5|7|41.95|245.95|NOK|20240014
2025-04-30|202504|ACCT-NO-100010|1005|401|2|167669.31|166414.56|7881.65|6626.9|6|3|44.62|249.62|NOK|20240015
2025-05-31|202505|ACCT-NO-100010|1005|401|2|167469.99|168862.96|6690.37|8083.34|7|4|27.29|253.29|NOK|20240016
2025-06-30|202506|ACCT-NO-100010|1005|401|2|167270.67|171311.36|5499.09|9539.78|8|5|29.97|256.97|NOK|20240017
2025-07-31|202507|ACCT-NO-100010|1005|401|2|167071.35|173759.76|4307.81|10996.22|9|6|32.64|260.64|NOK|20240018
2025-08-31|202508|ACCT-NO-100010|1005|401|2|166872.03|176208.16|3116.53|12452.66|10|7|35.31|264.31|NOK|20240019
2025-09-30|202509|ACCT-NO-100010|1005|401|2|193672.71|188656.56|9925.25|4909.1|11|3|32.98|282.98|NOK|20240020
2025-10-31|202510|ACCT-NO-100010|1005|401|2|193473.38|191104.96|8733.96|6365.54|5|4|35.66|286.66|NOK|20240021
2025-11-30|202511|ACCT-NO-100010|1005|401|2|193274.06|193553.36|7542.68|7821.98|6|5|38.33|290.33|NOK|20240022
2025-12-31|202512|ACCT-NO-100010|1005|401|2|193074.74|196001.76|6351.4|9278.42|7|6|41.0|294.0|NOK|20240023
2024-01-31|202401|ACCT-NO-100011|1006|202|1|131749.57|131018.36|6814.69|6083.48|5|3|29.03|196.53|NOK|20240000
2024-02-29|202402|ACCT-NO-100011|1006|202|1|132550.25|134466.76|5623.41|7539.92|6|4|31.7|201.7|NOK|20240001
2024-03-31|202403|ACCT-NO-100011|1006|202|1|133350.93|137915.16|4432.13|8996.36|7|5|34.37|206.87|NOK|20240002
2024-04-30|202404|ACCT-NO-100011|1006|202|1|134151.61|141363.56|3240.85|10452.8|8|6|37.05|212.05|NOK|20240003
2024-05-31|202405|ACCT-NO-100011|1006|202|1|161952.29|154811.96|10049.57|2909.24|9|7|34.72|232.22|NOK|20240004
2024-06-30|202406|ACCT-NO-100011|1006|202|1|162752.96|158260.36|8858.28|4365.68|10|3|37.39|237.39|NOK|20240005
2024-07-31|202407|ACCT-NO-100011|1006|202|1|163553.64|161708.76|7667.0|5822.12|11|4|40.06|242.56|NOK|20240006
2024-08-31|202408|ACCT-NO-100011|1006|202|1|164354.32|165157.16|6475.72|7278.56|5|5|42.74|247.74|NOK|20240007
2024-09-30|202409|ACCT-NO-100011|1006|202|1|165154.99|168605.55|5284.44|8735.0|6|6|25.41|252.91|NOK|20240008
2024-10-31|202410|ACCT-NO-100011|1006|202|1|165955.67|172053.95|4093.16|10191.44|7|7|28.08|258.08|NOK|20240009
2024-11-30|202411|ACCT-NO-100011|1006|202|1|166756.35|175502.35|2901.88|11647.88|8|3|30.75|263.25|NOK|20240010
2024-12-31|202412|ACCT-NO-100011|1006|202|1|194557.03|188950.75|9710.6|4104.32|9|4|48.43|283.43|NOK|20240011
2025-01-31|202501|ACCT-NO-100011|1006|202|1|195357.71|192399.15|8519.32|5560.76|10|5|31.1|288.6|NOK|20240012
2025-02-28|202502|ACCT-NO-100011|1006|202|1|196158.39|195847.55|7328.04|7017.2|11|6|33.77|293.77|NOK|20240013
2025-03-31|202503|ACCT-NO-100011|1006|202|1|196959.07|199295.95|6136.76|8473.64|5|7|36.44|298.94|NOK|20240014
2025-04-30|202504|ACCT-NO-100011|1006|202|1|197759.75|202744.35|4945.48|9930.08|6|3|39.12|304.12|NOK|20240015
2025-05-31|202505|ACCT-NO-100011|1006|202|1|198560.43|206192.75|3754.2|11386.52|7|4|21.79|309.29|NOK|20240016
2025-06-30|202506|ACCT-NO-100011|1006|202|1|226361.11|219641.15|10562.92|3842.96|8|5|39.46|329.46|NOK|20240017
2025-07-31|202507|ACCT-NO-100011|1006|202|1|227161.79|223089.55|9371.64|5299.4|9|6|42.13|334.63|NOK|20240018
2025-08-31|202508|ACCT-NO-100011|1006|202|1|227962.47|226537.95|8180.36|6755.84|10|7|44.81|339.81|NOK|20240019
2025-09-30|202509|ACCT-NO-100011|1006|202|1|228763.15|229986.35|6989.08|8212.28|11|3|27.48|344.98|NOK|20240020
2025-10-31|202510|ACCT-NO-100011|1006|202|1|229563.83|233434.75|5797.8|9668.72|5|4|30.15|350.15|NOK|20240021
2025-11-30|202511|ACCT-NO-100011|1006|202|1|230364.51|236883.15|4606.52|11125.16|6|5|32.82|355.32|NOK|20240022
2025-12-31|202512|ACCT-NO-100011|1006|202|1|231165.18|240331.55|3415.24|12581.61|7|6|35.5|360.5|NOK|20240023
2024-01-31|202401|ACCT-NO-100012|1006|202|4|156749.57|156018.36|6814.69|6083.48|5|3|29.03|234.03|EUR|20240000
2024-02-29|202402|ACCT-NO-100012|1006|202|4|158550.25|160466.76|5623.41|7539.92|6|4|31.7|240.7|EUR|20240001
2024-03-31|202403|ACCT-NO-100012|1006|202|4|160350.93|164915.16|4432.13|8996.36|7|5|34.37|247.37|EUR|20240002
2024-04-30|202404|ACCT-NO-100012|1006|202|4|162151.61|169363.56|3240.85|10452.8|8|6|37.05|254.05|EUR|20240003
2024-05-31|202405|ACCT-NO-100012|1006|202|4|190952.29|183811.96|10049.57|2909.24|9|7|34.72|275.72|EUR|20240004
2024-06-30|202406|ACCT-NO-100012|1006|202|4|192752.96|188260.36|8858.28|4365.68|10|3|37.39|282.39|EUR|20240005
2024-07-31|202407|ACCT-NO-100012|1006|202|4|194553.64|192708.76|7667.0|5822.12|11|4|40.06|289.06|EUR|20240006
2024-08-31|202408|ACCT-NO-100012|1006|202|4|196354.32|197157.16|6475.72|7278.56|5|5|42.74|295.74|EUR|20240007
2024-09-30|202409|ACCT-NO-100012|1006|202|4|198154.99|201605.55|5284.44|8735.0|6|6|25.41|302.41|EUR|20240008
2024-10-31|202410|ACCT-NO-100012|1006|202|4|199955.67|206053.95|4093.16|10191.44|7|7|28.08|309.08|EUR|20240009
2024-11-30|202411|ACCT-NO-100012|1006|202|4|201756.35|210502.35|2901.88|11647.88|8|3|30.75|315.75|EUR|20240010
2024-12-31|202412|ACCT-NO-100012|1006|202|4|230557.03|224950.75|9710.6|4104.32|9|4|48.43|337.43|EUR|20240011
2025-01-31|202501|ACCT-NO-100012|1006|202|4|232357.71|229399.15|8519.32|5560.76|10|5|31.1|344.1|EUR|20240012
2025-02-28|202502|ACCT-NO-100012|1006|202|4|234158.39|233847.55|7328.04|7017.2|11|6|33.77|350.77|EUR|20240013
2025-03-31|202503|ACCT-NO-100012|1006|202|4|235959.07|238295.95|6136.76|8473.64|5|7|36.44|357.44|EUR|20240014
2025-04-30|202504|ACCT-NO-100012|1006|202|4|237759.75|242744.35|4945.48|9930.08|6|3|39.12|364.12|EUR|20240015
2025-05-31|202505|ACCT-NO-100012|1006|202|4|239560.43|247192.75|3754.2|11386.52|7|4|21.79|370.79|EUR|20240016
2025-06-30|202506|ACCT-NO-100012|1006|202|4|268361.11|261641.15|10562.92|3842.96|8|5|39.46|392.46|EUR|20240017
2025-07-31|202507|ACCT-NO-100012|1006|202|4|270161.79|266089.55|9371.64|5299.4|9|6|42.13|399.13|EUR|20240018
2025-08-31|202508|ACCT-NO-100012|1006|202|4|271962.47|270537.95|8180.36|6755.84|10|7|44.81|405.81|EUR|20240019
2025-09-30|202509|ACCT-NO-100012|1006|202|4|273763.15|274986.35|6989.08|8212.28|11|3|27.48|412.48|EUR|20240020
2025-10-31|202510|ACCT-NO-100012|1006|202|4|275563.83|279434.75|5797.8|9668.72|5|4|30.15|419.15|EUR|20240021
2025-11-30|202511|ACCT-NO-100012|1006|202|4|277364.51|283883.15|4606.52|11125.16|6|5|32.82|425.82|EUR|20240022
2025-12-31|202512|ACCT-NO-100012|1006|202|4|279165.18|288331.55|3415.24|12581.61|7|6|35.5|432.5|EUR|20240023
2024-01-31|202401|ACCT-NO-100013|1006|202|7|181749.57|181018.36|6814.69|6083.48|5|3|29.03|271.53|NOK|20240000
2024-02-29|202402|ACCT-NO-100013|1006|202|7|184550.25|186466.76|5623.41|7539.92|6|4|31.7|279.7|NOK|20240001
2024-03-31|202403|ACCT-NO-100013|1006|202|7|187350.93|191915.16|4432.13|8996.36|7|5|34.37|287.87|NOK|20240002
2024-04-30|202404|ACCT-NO-100013|1006|202|7|190151.61|197363.56|3240.85|10452.8|8|6|37.05|296.05|NOK|20240003
2024-05-31|202405|ACCT-NO-100013|1006|202|7|219952.29|212811.96|10049.57|2909.24|9|7|34.72|319.22|NOK|20240004
2024-06-30|202406|ACCT-NO-100013|1006|202|7|222752.96|218260.36|8858.28|4365.68|10|3|37.39|327.39|NOK|20240005
2024-07-31|202407|ACCT-NO-100013|1006|202|7|225553.64|223708.76|7667.0|5822.12|11|4|40.06|335.56|NOK|20240006
2024-08-31|202408|ACCT-NO-100013|1006|202|7|228354.32|229157.16|6475.72|7278.56|5|5|42.74|343.74|NOK|20240007
2024-09-30|202409|ACCT-NO-100013|1006|202|7|231154.99|234605.55|5284.44|8735.0|6|6|25.41|351.91|NOK|20240008
2024-10-31|202410|ACCT-NO-100013|1006|202|7|233955.67|240053.95|4093.16|10191.44|7|7|28.08|360.08|NOK|20240009
2024-11-30|202411|ACCT-NO-100013|1006|202|7|236756.35|245502.35|2901.88|11647.88|8|3|30.75|368.25|NOK|20240010
2024-12-31|202412|ACCT-NO-100013|1006|202|7|266557.03|260950.75|9710.6|4104.32|9|4|48.43|391.43|NOK|20240011
2025-01-31|202501|ACCT-NO-100013|1006|202|7|269357.71|266399.15|8519.32|5560.76|10|5|31.1|399.6|NOK|20240012
2025-02-28|202502|ACCT-NO-100013|1006|202|7|272158.39|271847.55|7328.04|7017.2|11|6|33.77|407.77|NOK|20240013
2025-03-31|202503|ACCT-NO-100013|1006|202|7|274959.07|277295.95|6136.76|8473.64|5|7|36.44|415.94|NOK|20240014
2025-04-30|202504|ACCT-NO-100013|1006|202|7|277759.75|282744.35|4945.48|9930.08|6|3|39.12|424.12|NOK|20240015
2025-05-31|202505|ACCT-NO-100013|1006|202|7|280560.43|288192.75|3754.2|11386.52|7|4|21.79|432.29|NOK|20240016
2025-06-30|202506|ACCT-NO-100013|1006|202|7|310361.11|303641.15|10562.92|3842.96|8|5|39.46|455.46|NOK|20240017
2025-07-31|202507|ACCT-NO-100013|1006|202|7|313161.79|309089.55|9371.64|5299.4|9|6|42.13|463.63|NOK|20240018
2025-08-31|202508|ACCT-NO-100013|1006|202|7|315962.47|314537.95|8180.36|6755.84|10|7|44.81|471.81|NOK|20240019
2025-09-30|202509|ACCT-NO-100013|1006|202|7|318763.15|319986.35|6989.08|8212.28|11|3|27.48|479.98|NOK|20240020
2025-10-31|202510|ACCT-NO-100013|1006|202|7|321563.83|325434.75|5797.8|9668.72|5|4|30.15|488.15|NOK|20240021
2025-11-30|202511|ACCT-NO-100013|1006|202|7|324364.51|330883.15|4606.52|11125.16|6|5|32.82|496.32|NOK|20240022
2025-12-31|202512|ACCT-NO-100013|1006|202|7|327165.18|336331.55|3415.24|12581.61|7|6|35.5|504.5|NOK|20240023
2024-01-31|202401|ACCT-NO-100014|1007|203|8|198115.95|202820.72|4256.58|8961.35|5|3|24.23|304.23|NOK|20240000
2024-02-29|202402|ACCT-NO-100014|1007|203|8|201916.63|209269.12|3065.3|10417.79|6|4|26.9|313.9|NOK|20240001
2024-03-31|202403|ACCT-NO-100014|1007|203|8|232717.31|225717.52|9874.02|2874.23|7|5|44.58|338.58|NOK|20240002
2024-04-30|202404|ACCT-NO-100014|1007|203|8|236517.99|232165.92|8682.74|4330.67|8|6|47.25|348.25|NOK|20240003
2024-05-31|202405|ACCT-NO-100014|1007|203|8|240318.67|238614.32|7491.46|5787.11|9|7|29.92|357.92|NOK|20240004
2024-06-30|202406|ACCT-NO-100014|1007|203|8|244119.35|245062.72|6300.18|7243.55|10|3|32.59|367.59|NOK|20240005
2024-07-31|202407|ACCT-NO-100014|1007|203|8|247920.02|251511.12|5108.89|8699.99|11|4|35.27|377.27|NOK|20240006
2024-08-31|202408|ACCT-NO-100014|1007|203|8|251720.7|257959.52|3917.61|10156.43|5|5|37.94|386.94|NOK|20240007
2024-09-30|202409|ACCT-NO-100014|1007|203|8|255521.38|264407.92|2726.33|11612.87|6|6|20.61|396.61|NOK|20240008
2024-10-31|202410|ACCT-NO-100014|1007|203|8|286322.06|280856.32|9535.05|4069.31|7|7|38.28|421.28|NOK|20240009
2024-11-30|202411|ACCT-NO-100014|1007|203|8|290122.74|287304.72|8343.77|5525.75|8|3|40.96|430.96|NOK|20240010
2024-12-31|202412|ACCT-NO-100014|1007|203|8|293923.42|293753.12|7152.49|6982.19|9|4|43.63|440.63|NOK|20240011
2025-01-31|202501|ACCT-NO-100014|1007|203|8|297724.09|300201.52|5961.21|8438.64|10|5|26.3|450.3|NOK|20240012
2025-02-28|202502|ACCT-NO-100014|1007|203|8|301524.77|306649.92|4769.93|9895.08|11|6|28.97|459.97|NOK|20240013
2025-03-31|202503|ACCT-NO-100014|1007|203|8|305325.45|313098.32|3578.65|11351.52|5|7|31.65|469.65|NOK|20240014
2025-04-30|202504|ACCT-NO-100014|1007|203|8|336126.13|329546.72|10387.37|3807.96|6|3|49.32|494.32|NOK|20240015
2025-05-31|202505|ACCT-NO-100014|1007|203|8|339926.81|335995.12|9196.09|5264.4|7|4|31.99|503.99|NOK|20240016
2025-06-30|202506|ACCT-NO-100014|1007|203|8|343727.48|342443.51|8004.81|6720.84|8|5|34.67|513.67|NOK|20240017
2025-07-31|202507|ACCT-NO-100014|1007|203|8|347528.16|348891.91|6813.53|8177.28|9|6|37.34|523.34|NOK|20240018
2025-08-31|202508|ACCT-NO-100014|1007|203|8|351328.84|355340.31|5622.25|9633.72|10|7|40.01|533.01|NOK|20240019
2025-09-30|202509|ACCT-NO-100014|1007|203|8|355129.52|361788.71|4430.97|11090.16|11|3|22.68|542.68|NOK|20240020
2025-10-31|202510|ACCT-NO-100014|1007|203|8|358930.2|368237.11|3239.69|12546.6|5|4|25.36|552.36|NOK|20240021
2025-11-30|202511|ACCT-NO-100014|1007|203|8|389730.88|384685.51|10048.41|5003.04|6|5|43.03|577.03|NOK|20240022
2025-12-31|202512|ACCT-NO-100014|1007|203|8|393531.56|391133.91|8857.13|6459.48|7|6|45.7|586.7|NOK|20240023
2024-01-31|202401|ACCT-NO-100015|1007|203|9|223115.95|227820.72|4256.58|8961.35|5|3|24.23|341.73|NOK|20240000
2024-02-29|202402|ACCT-NO-100015|1007|203|9|227916.63|235269.12|3065.3|10417.79|6|4|26.9|352.9|NOK|20240001
2024-03-31|202403|ACCT-NO-100015|1007|203|9|259717.31|252717.52|9874.02|2874.23|7|5|44.58|379.08|NOK|20240002
2024-04-30|202404|ACCT-NO-100015|1007|203|9|264517.99|260165.92|8682.74|4330.67|8|6|47.25|390.25|NOK|20240003
2024-05-31|202405|ACCT-NO-100015|1007|203|9|269318.67|267614.32|7491.46|5787.11|9|7|29.92|401.42|NOK|20240004
2024-06-30|202406|ACCT-NO-100015|1007|203|9|274119.35|275062.72|6300.18|7243.55|10|3|32.59|412.59|NOK|20240005
2024-07-31|202407|ACCT-NO-100015|1007|203|9|278920.02|282511.12|5108.89|8699.99|11|4|35.27|423.77|NOK|20240006
2024-08-31|202408|ACCT-NO-100015|1007|203|9|283720.7|289959.52|3917.61|10156.43|5|5|37.94|434.94|NOK|20240007
2024-09-30|202409|ACCT-NO-100015|1007|203|9|288521.38|297407.92|2726.33|11612.87|6|6|20.61|446.11|NOK|20240008
2024-10-31|202410|ACCT-NO-100015|1007|203|9|320322.06|314856.32|9535.05|4069.31|7|7|38.28|472.28|NOK|20240009
2024-11-30|202411|ACCT-NO-100015|1007|203|9|325122.74|322304.72|8343.77|5525.75|8|3|40.96|483.46|NOK|20240010
2024-12-31|202412|ACCT-NO-100015|1007|203|9|329923.42|329753.12|7152.49|6982.19|9|4|43.63|494.63|NOK|20240011
2025-01-31|202501|ACCT-NO-100015|1007|203|9|334724.09|337201.52|5961.21|8438.64|10|5|26.3|505.8|NOK|20240012
2025-02-28|202502|ACCT-NO-100015|1007|203|9|339524.77|344649.92|4769.93|9895.08|11|6|28.97|516.97|NOK|20240013
2025-03-31|202503|ACCT-NO-100015|1007|203|9|344325.45|352098.32|3578.65|11351.52|5|7|31.65|528.15|NOK|20240014
2025-04-30|202504|ACCT-NO-100015|1007|203|9|376126.13|369546.72|10387.37|3807.96|6|3|49.32|554.32|NOK|20240015
2025-05-31|202505|ACCT-NO-100015|1007|203|9|380926.81|376995.12|9196.09|5264.4|7|4|31.99|565.49|NOK|20240016
2025-06-30|202506|ACCT-NO-100015|1007|203|9|385727.48|384443.51|8004.81|6720.84|8|5|34.67|576.67|NOK|20240017
2025-07-31|202507|ACCT-NO-100015|1007|203|9|390528.16|391891.91|6813.53|8177.28|9|6|37.34|587.84|NOK|20240018
2025-08-31|202508|ACCT-NO-100015|1007|203|9|395328.84|399340.31|5622.25|9633.72|10|7|40.01|599.01|NOK|20240019
2025-09-30|202509|ACCT-NO-100015|1007|203|9|400129.52|406788.71|4430.97|11090.16|11|3|22.68|610.18|NOK|20240020
2025-10-31|202510|ACCT-NO-100015|1007|203|9|404930.2|414237.11|3239.69|12546.6|5|4|25.36|621.36|NOK|20240021
2025-11-30|202511|ACCT-NO-100015|1007|203|9|436730.88|431685.51|10048.41|5003.04|6|5|43.03|647.53|NOK|20240022
2025-12-31|202512|ACCT-NO-100015|1007|203|9|441531.56|439133.91|8857.13|6459.48|7|6|45.7|658.7|NOK|20240023
2024-01-31|202401|ACCT-NO-100016|1008|302|1|257387.53|256254.64|7003.71|5870.82|5|3|29.38|384.38|NOK|20240000
2024-02-29|202402|ACCT-NO-100016|1008|302|1|263188.21|264703.04|5812.43|7327.26|6|4|32.05|397.05|NOK|20240001
2024-03-31|202403|ACCT-NO-100016|1008|302|1|268988.89|273151.44|4621.15|8783.7|7|5|34.73|409.73|NOK|20240002
2024-04-30|202404|ACCT-NO-100016|1008|302|1|274789.57|281599.84|3429.87|10240.14|8|6|37.4|422.4|NOK|20240003
2024-05-31|202405|ACCT-NO-100016|1008|302|1|280590.25|290048.24|2238.59|11696.58|9|7|20.07|435.07|NOK|20240004
2024-06-30|202406|ACCT-NO-100016|1008|302|1|313390.93|308496.64|9047.31|4153.02|10|3|37.74|462.74|NOK|20240005
2024-07-31|202407|ACCT-NO-100016|1008|302|1|319191.61|316945.04|7856.03|5609.46|11|4|40.42|475.42|NOK|20240006
2024-08-31|202408|ACCT-NO-100016|1008|302|1|324992.29|325393.44|6664.75|7065.9|5|5|43.09|488.09|NOK|20240007
2024-09-30|202409|ACCT-NO-100016|1008|302|1|330792.97|333841.84|5473.47|8522.34|6|6|25.76|500.76|NOK|20240008
2024-10-31|202410|ACCT-NO-100016|1008|302|1|336593.64|342290.24|4282.19|9978.79|7|7|28.44|513.44|NOK|20240009
2024-11-30|202411|ACCT-NO-100016|1008|302|1|342394.32|350738.64|3090.91|11435.23|8|3|31.11|526.11|NOK|20240010
2024-12-31|202412|ACCT-NO-100016|1008|302|1|375195.0|369187.04|9899.63|3891.67|9|4|48.78|553.78|NOK|20240011
2025-01-31|202501|ACCT-NO-100016|1008|302|1|380995.68|377635.44|8708.35|5348.11|10|5|31.45|566.45|NOK|20240012
2025-02-28|202502|ACCT-NO-100016|1008|302|1|386796.36|386083.84|7517.07|6804.55|11|6|34.13|579.13|NOK|20240013
2025-03-31|202503|ACCT-NO-100016|1008|302|1|392597.04|394532.24|6325.79|8260.99|5|7|36.8|591.8|NOK|20240014
2025-04-30|202504|ACCT-NO-100016|1008|302|1|398397.72|402980.64|5134.51|9717.43|6|3|39.47|604.47|NOK|20240015
2025-05-31|202505|ACCT-NO-100016|1008|302|1|404198.4|411429.04|3943.23|11173.87|7|4|22.14|617.14|NOK|20240016
2025-06-30|202506|ACCT-NO-100016|1008|302|1|436999.08|429877.44|10751.95|3630.31|8|5|39.82|644.82|NOK|20240017
2025-07-31|202507|ACCT-NO-100016|1008|302|1|442799.76|438325.84|9560.67|5086.75|9|6|42.49|657.49|NOK|20240018
2025-08-31|202508|ACCT-NO-100016|1008|302|1|448600.44|446774.24|8369.39|6543.19|10|7|45.16|670.16|NOK|20240019
2025-09-30|202509|ACCT-NO-100016|1008|302|1|454401.12|455222.64|7178.11|7999.63|11|3|27.83|682.83|NOK|20240020
2025-10-31|202510|ACCT-NO-100016|1008|302|1|460201.79|463671.03|5986.83|9456.07|5|4|30.51|695.51|NOK|20240021
2025-11-30|202511|ACCT-NO-100016|1008|302|1|466002.47|472119.43|4795.55|10912.51|6|5|33.18|708.18|NOK|20240022
2025-12-31|202512|ACCT-NO-100016|1008|302|1|471803.15|480567.83|3604.27|12368.95|7|6|35.85|720.85|NOK|20240023
2024-01-31|202401|ACCT-NO-100017|1009|103|1|47477.98|52584.44|4067.55|9174.01|5|3|23.88|78.88|NOK|20240000
2024-02-29|202402|ACCT-NO-100017|1009|103|1|45278.66|53032.84|2876.27|10630.45|6|4|26.55|79.55|NOK|20240001
2024-03-31|202403|ACCT-NO-100017|1009|103|1|70079.34|63481.24|9684.99|3086.89|7|5|44.22|95.22|NOK|20240002
2024-04-30|202404|ACCT-NO-100017|1009|103|1|67880.02|63929.64|8493.71|4543.33|8|6|46.89|95.89|NOK|20240003
2024-05-31|202405|ACCT-NO-100017|1009|103|1|65680.69|64378.03|7302.43|5999.77|9|7|29.57|96.57|NOK|20240004
2024-06-30|202406|ACCT-NO-100017|1009|103|1|63481.37|64826.43|6111.15|7456.21|10|3|32.24|97.24|NOK|20240005
2024-07-31|202407|ACCT-NO-100017|1009|103|1|61282.05|65274.83|4919.87|8912.65|11|4|34.91|97.91|NOK|20240006
2024-08-31|202408|ACCT-NO-100017|1009|103|1|59082.73|65723.23|3728.59|10369.09|5|5|37.58|98.58|NOK|20240007
2024-09-30|202409|ACCT-NO-100017|1009|103|1|56883.41|66171.63|2537.31|11825.53|6|6|20.26|99.26|NOK|20240008
2024-10-31|202410|ACCT-NO-100017|1009|103|1|81684.09|76620.03|9346.03|4281.97|7|7|37.93|114.93|NOK|20240009
2024-11-30|202411|ACCT-NO-100017|1009|103|1|79484.77|77068.43|8154.75|5738.41|8|3|40.6|115.6|NOK|20240010
2024-12-31|202412|ACCT-NO-100017|1009|103|1|77285.45|77516.83|6963.47|7194.85|9|4|43.28|116.28|NOK|20240011
2025-01-31|202501|ACCT-NO-100017|1009|103|1|75086.13|77965.23|5772.19|8651.29|10|5|25.95|116.95|NOK|20240012
2025-02-28|202502|ACCT-NO-100017|1009|103|1|72886.81|78413.63|4580.91|10107.73|11|6|28.62|117.62|NOK|20240013
2025-03-31|202503|ACCT-NO-100017|1009|103|1|70687.49|78862.03|3389.63|11564.17|5|7|31.29|118.29|NOK|20240014
2025-04-30|202504|ACCT-NO-100017|1009|103|1|95488.17|89310.43|10198.35|4020.61|6|3|48.97|133.97|NOK|20240015
2025-05-31|202505|ACCT-NO-100017|1009|103|1|93288.84|89758.83|9007.06|5477.05|7|4|31.64|134.64|NOK|20240016
2025-06-30|202506|ACCT-NO-100017|1009|103|1|91089.52|90207.23|7815.78|6933.49|8|5|34.31|135.31|NOK|20240017
2025-07-31|202507|ACCT-NO-100017|1009|103|1|88890.2|90655.63|6624.5|8389.93|9|6|36.98|135.98|NOK|20240018
